"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",0.0565713579701827,0.0632425266437024,0.0686887770605289,0.064673527609368,0.0712245024639729,0.0606143629060879,0.0673997003900465,0.0661274573058542,0.0675652799909974,0.070773446404351,0.0599654449434423,0.0738194206626399,0.0670827713537906,0.0587373669357567,0.0640048577037715,0.068054083762402,0.0695817251994194
"2",0.0351137517626923,0.0429419695966651,0.0487535262609343,0.044200941479161,0.0503841544329348,0.0375408285324518,0.0467223892527584,0.0454473299103649,0.045327512949152,0.049110236223144,0.0375195976300311,0.0539235615551782,0.0466612887192571,0.0390392414258379,0.0422122146630733,0.0465841684041368,0.0490102695471101
"3",0.0188592898819802,0.0264027367871301,0.0311820385346007,0.0275400083983183,0.0337547053559415,0.021461049295392,0.0298546513362304,0.0288436877245233,0.0293536837585569,0.0336911040082882,0.0202265246492639,0.0366557521938382,0.030453856708346,0.0213158563750364,0.0246180203141536,0.0315158744575201,0.0323689634021773
"4",0.00780534618106876,0.0149758294505783,0.0195975195233796,0.015522622046709,0.0206600758694726,0.010483486487899,0.0168458201859256,0.016247575075007,0.0178972643123531,0.0199149720540327,0.00853040546610211,0.0235457501310385,0.0184775893185873,0.0100668937772668,0.0130623760615964,0.0188288436621985,0.0182997360509028
"5",0.00292483939529397,0.00643816375703984,0.0107436417763707,0.00757300380161349,0.0117826784606072,0.00406048552199572,0.00911758779654157,0.00851720319723546,0.0097476040281903,0.0112119097792457,0.00349884092918701,0.0135828196067298,0.0103270426242583,0.00390732757117024,0.00599347266221848,0.0103507028980361,0.0113487997243197
"6",0.000826530888278146,0.00306783369477876,0.00560669578451749,0.00343255800270406,0.00603564911051217,0.00119803157658387,0.00409031582203141,0.00410562638055769,0.00457577532374145,0.00560315175650251,0.000924979527898611,0.00669155373483389,0.00436547886182273,0.00138632221397867,0.00220898859835958,0.00508150950955493,0.0052942131654815
"7",0.000158634574150943,0.00122848653255029,0.0023145116570498,0.00137383377656244,0.00290097557787699,0.000235609270500578,0.0019175821280885,0.00150390340214619,0.00183399793196557,0.00283960513366162,0.000158339824890843,0.00364814274004241,0.00193023211702512,0.000158350110098137,0.000618801023858438,0.00211599840956219,0.0023512916800822
